#,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
410,SEALIP/TH/NBJ/55,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,earring,nd,0.1560,1.8957,nd,nd,nd,nd,nd,nd,0.0030,0.1590,4.2360,nd,0.7267,nd,nd,nd,92.3553,0.1110,nd,0.0205,nd,nd,nd,nd,nd,nd,nd,nd,0.3070,nd,pXRF,,
411,SEALIP/TH/NBJ/56,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,belt,nd,0.2107,36.8653,nd,nd,0.4103,nd,nd,nd,nd,nd,0.1993,nd,0.1830,nd,nd,nd,60.0977,nd,nd,1.1983,nd,nd,nd,nd,nd,nd,nd,nd,0.7990,nd,pXRF,Corroded,
412,SEALIP/TH/NBJ/57,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,belt,nd,0.0960,22.1723,nd,nd,nd,nd,nd,nd,nd,nd,0.0863,nd,0.3137,nd,0.0803,nd,39.9240,nd,nd,0.5423,nd,nd,0.0075,0.0317,nd,0.5510,nd,nd,0.6197,nd,pXRF,Corroded,
413,SEALIP/TH/NBJ/58,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.1647,9.2260,nd,nd,nd,nd,nd,nd,0.0033,0.1090,7.9577,nd,0.5427,nd,nd,nd,81.5620,0.0400,nd,0.3080,nd,nd,nd,0.0760,nd,nd,nd,nd,nd,nd,pXRF,,
414,SEALIP/TH/NBJ/59,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.1223,9.4510,nd,nd,nd,nd,nd,nd,0.0083,0.1323,11.6317,nd,nd,nd,nd,nd,78.3823,0.0597,nd,0.0543,nd,nd,nd,nd,nd,nd,nd,nd,0.1570,nd,pXRF,,
415,SEALIP/TH/NBJ/60,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle (C-section),nd,0.1520,14.0313,nd,nd,nd,nd,nd,nd,0.0127,0.1110,13.4157,nd,0.3493,nd,nd,nd,70.8627,0.0320,nd,0.1210,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Corroded,
416,SEALIP/TH/NBJ/61,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,nd,0.8517,nd,nd,86.4837,nd,nd,nd,nd,0.0320,0.2713,nd,0.0000,0.2160,nd,nd,10.2873,nd,nd,0.1950,nd,nd,nd,nd,nd,nd,nd,0.0420,1.6033,nd,pXRF,,
417,SEALIP/TH/NBJ/62,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,earring,nd,nd,nd,nd,nd,28.6350,nd,0.0100,nd,nd,0.1887,1.0823,nd,1.0793,0.0410,nd,nd,66.1457,nd,nd,0.2327,nd,nd,0.0380,nd,nd,nd,nd,nd,2.3360,nd,pXRF,,
418,SEALIP/TH/NBJ/63,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,nd,0.0423,32.1370,nd,nd,nd,nd,nd,nd,nd,nd,0.0227,nd,0.2317,0.0240,nd,nd,62.8257,0.1943,nd,3.6683,nd,nd,nd,nd,nd,0.2237,nd,0.1043,0.5310,nd,pXRF,Corroded,
419,SEALIP/TH/NBJ/64,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,0.1317,5.5547,nd,nd,0.2293,nd,nd,nd,nd,0.0310,1.6223,nd,2.6493,0.0823,nd,nd,89.3693,0.0653,nd,0.2627,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
420,SEALIP/TH/NBJ/65,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,nd,nd,0.6367,nd,nd,27.8673,nd,nd,nd,nd,0.0693,0.3170,nd,0.2220,0.2283,nd,nd,70.2990,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.3477,nd,pXRF,,
421,SEALIP/TH/NBJ/66,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,8.0040,nd,nd,nd,nd,0.0110,0.0087,0.1233,0.0600,6.7300,nd,0.3850,0.1003,nd,0.1440,59.2850,nd,nd,1.4820,nd,nd,nd,nd,1.3413,nd,nd,nd,21.8150,nd,pXRF,Corroded,
422,SEALIP/TH/NBJ/67,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,4.3407,nd,nd,nd,nd,0.0160,0.0160,0.0863,0.0513,5.4840,nd,0.1830,nd,0.0920,0.5313,49.6837,nd,nd,1.1767,nd,nd,nd,nd,3.0040,nd,nd,nd,35.3330,nd,pXRF,Corroded,
423,SEALIP/TH/NBJ/68,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,8.0177,nd,nd,nd,nd,0.0117,0.0140,0.0870,nd,13.3017,nd,nd,0.0970,nd,nd,52.8200,nd,nd,1.1180,nd,nd,nd,nd,2.9700,nd,nd,nd,21.5290,nd,pXRF,Corroded,
424,SEALIP/TH/NBJ/69,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,9.2880,nd,nd,nd,nd,0.0230,0.0223,0.0813,0.1793,24.4257,nd,nd,0.1610,nd,0.7613,56.4503,nd,nd,0.2257,nd,nd,nd,nd,1.7440,nd,nd,nd,6.8127,nd,pXRF,Corroded,
425,SEALIP/TH/NBJ/70,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,8.7290,nd,nd,nd,nd,0.0030,0.0053,0.0360,0.0810,9.1000,nd,0.2950,0.1110,nd,0.1067,62.1173,0.0133,nd,0.6457,nd,nd,nd,nd,0.5877,nd,nd,nd,17.7017,nd,pXRF,Corroded,
426,SEALIP/TH/NBJ/71,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,12.4967,nd,14.6100,nd,nd,nd,nd,nd,nd,nd,nd,20.6000,nd,1.1967,nd,nd,nd,47.6600,nd,nd,0.0550,nd,nd,nd,nd,nd,nd,4.9600,nd,0.0867,nd,SEM-EDS,,
427,SEALIP/TH/NBJ/72,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,nd,nd,nd,25.7270,nd,nd,nd,nd,0.0315,0.2873,nd,0.2900,nd,nd,0.3887,69.2447,nd,nd,0.3657,nd,0.1330,nd,nd,nd,nd,nd,nd,3.3917,nd,pXRF,,
428,SEALIP/TH/NBJ/73,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,11.1767,nd,12.2867,nd,nd,nd,nd,nd,nd,nd,nd,23.7600,nd,0.8833,nd,nd,nd,49.8167,nd,nd,nd,nd,nd,nd,nd,nd,0.3367,1.7400,nd,nd,nd,SEM-EDS,,
429,SEALIP/TH/NBJ/74,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,nd,7.7143,nd,nd,nd,nd,0.0295,nd,0.0170,0.1000,13.7583,nd,0.2657,0.1075,nd,0.6753,63.4983,nd,nd,0.6283,nd,nd,0.0960,0.0967,2.1610,nd,nd,nd,11.4177,nd,pXRF,,
430,SEALIP/TH/NBJ/75,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,nd,0.1363,31.2777,nd,nd,nd,nd,nd,nd,nd,0.0193,0.1903,nd,0.4033,nd,nd,nd,67.0487,0.0420,nd,0.7503,nd,nd,nd,0.0500,nd,nd,nd,nd,nd,nd,pXRF,,
431,SEALIP/TH/NBJ/76,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,spiral,nd,0.0953,11.7687,0.0327,nd,nd,nd,nd,nd,nd,nd,0.0313,nd,0.1603,nd,0.0617,nd,27.6323,0.0323,nd,1.9510,0.0300,nd,0.0143,0.0260,nd,0.8777,nd,0.1060,2.5733,nd,pXRF,Corroded,
432,SEALIP/TH/NBJ/77,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,spiral,nd,0.0833,12.4937,nd,nd,nd,nd,nd,nd,nd,nd,0.0440,nd,0.1520,nd,0.0783,nd,39.0047,0.0265,nd,2.5057,0.0270,nd,0.0213,0.0273,nd,0.8567,nd,0.1613,5.1003,nd,pXRF,Corroded,
433,SEALIP/TH/NBJ/78,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,belt,nd,0.0100,3.1487,0.0173,nd,nd,nd,nd,nd,nd,nd,0.0063,nd,0.0293,nd,0.0540,nd,11.9393,nd,nd,0.0337,nd,nd,0.0037,0.0153,nd,0.2143,nd,0.0527,1.6610,nd,pXRF,Corroded,
434,SEALIP/TH/NBJ/79,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,0.0237,6.0943,0.0277,nd,nd,nd,nd,nd,nd,nd,0.0210,nd,0.0757,nd,0.0590,nd,20.7210,nd,nd,0.3010,nd,nd,0.0063,0.0260,nd,0.1253,nd,0.0545,3.8010,nd,pXRF,Corroded,
435,SEALIP/TH/NBJ/80,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,0.0830,21.1583,nd,nd,nd,nd,nd,nd,nd,0.0127,0.0857,nd,0.2850,nd,0.1627,nd,50.2887,nd,nd,0.2260,nd,nd,0.0087,0.0320,nd,0.1333,nd,nd,1.8033,nd,pXRF,Corroded,
436,SEALIP/TH/NBJ/81,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,nd,0.1927,44.8807,nd,nd,nd,nd,nd,nd,nd,0.0323,0.2083,nd,0.2323,0.0313,nd,nd,52.8460,nd,nd,0.9633,nd,nd,nd,nd,nd,nd,nd,nd,0.5850,nd,pXRF,Corroded,
437,SEALIP/TH/NKH/11,Early Iron Age,500 - 400 BC,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu ingot,nd,0.0050,0.0830,nd,nd,0.1090,nd,nd,nd,nd,nd,nd,0.0100,0.1130,nd,nd,nd,99.0120,0.2360,0.0850,0.3200,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
438,SEALIP/TH/NKH/12,Early Iron Age,500 - 400 BC,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu ingot,nd,nd,0.0500,nd,nd,0.1400,nd,nd,nd,nd,nd,nd,0.0090,0.0880,nd,nd,nd,97.8650,0.1650,0.0690,1.5800,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
439,SEALIP/TH/NKH/13,Early Iron Age,500 - 400 BC,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu ingot,nd,nd,0.0570,nd,nd,0.0710,nd,nd,nd,nd,nd,nd,0.0180,0.0270,nd,nd,nd,99.6880,0.1390,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
440,SEALIP/TH/NN/1,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,20.6353,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,78.7487,nd,nd,0.0343,nd,0.0230,nd,0.1570,nd,nd,nd,nd,nd,nd,pXRF,,
441,SEALIP/TH/NN/2,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,pendant,nd,nd,8.4967,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,90.7850,nd,nd,0.3970,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
442,SEALIP/TH/NN/3,Late Bronze Age,700 - 500 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,pendant,nd,nd,14.4873,nd,nd,nd,nd,nd,nd,nd,nd,0.0683,nd,nd,nd,nd,nd,84.3657,nd,nd,0.4510,nd,0.0793,nd,0.1383,nd,nd,nd,nd,nd,nd,pXRF,,
443,SEALIP/TH/NN/4,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,tin spiral bangle,nd,nd,99.0197,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0620,nd,nd,nd,nd,0.4510,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
444,SEALIP/TH/NN/5,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,tin spiral bangle,nd,nd,98.6507,nd,nd,nd,nd,nd,nd,nd,nd,0.2190,nd,nd,nd,nd,nd,0.1433,nd,nd,0.3557,0.1090,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
445,SEALIP/TH/NN/6,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,pendant/bell,nd,nd,23.6030,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,75.7150,nd,nd,0.0847,nd,0.0257,nd,0.1417,nd,nd,nd,nd,nd,nd,pXRF,,
446,SEALIP/TH/NN/7,Late Bronze Age - Early Iron Age,700 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,,nd,0.2100,35.1840,nd,nd,nd,nd,nd,nd,nd,0.1530,10.2517,nd,nd,nd,nd,nd,53.0107,nd,nd,0.2290,nd,0.0853,nd,0.2367,nd,nd,nd,nd,nd,nd,pXRF,,
447,SEALIP/TH/NN/8,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,copper arrowhead,nd,nd,0.0333,nd,nd,nd,nd,nd,nd,nd,nd,0.1713,nd,nd,nd,nd,nd,99.1627,nd,nd,0.1880,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
448,SEALIP/TH/NN/9,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,copper arrowhead,nd,0.2197,0.1157,nd,nd,nd,nd,nd,nd,nd,nd,1.1820,nd,nd,nd,nd,nd,97.8020,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
449,SEALIP/TH/NN/10,Late Bronze Age,700 - 500 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,19.8277,nd,nd,nd,nd,nd,nd,nd,nd,0.3253,nd,nd,nd,nd,nd,79.2093,nd,nd,nd,nd,0.1183,0.0187,0.1503,nd,nd,nd,nd,nd,nd,pXRF,,
450,SEALIP/TH/NN/11,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,17.7003,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0117,nd,nd,nd,nd,81.7257,nd,nd,nd,nd,nd,0.0227,0.1073,nd,nd,nd,nd,nd,nd,pXRF,,
451,SEALIP/TH/NN/12,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,strip,nd,nd,1.4033,nd,nd,nd,nd,nd,nd,nd,nd,0.0943,nd,nd,nd,nd,nd,97.9310,nd,nd,nd,nd,0.1400,0.0110,nd,nd,nd,nd,nd,nd,nd,pXRF,,
452,SEALIP/TH/NN/13,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,5.7357,nd,nd,nd,nd,nd,nd,nd,nd,0.0253,nd,nd,nd,nd,nd,93.6050,nd,nd,0.2747,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
453,SEALIP/TH/NN/14,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,11.1073,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0087,nd,nd,nd,nd,87.8250,nd,nd,0.1660,nd,nd,nd,0.0467,nd,nd,nd,nd,nd,nd,pXRF,,
454,SEALIP/TH/NN/15,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,21.1573,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0100,nd,nd,nd,nd,78.1750,nd,nd,nd,nd,0.0577,nd,0.1723,nd,nd,nd,nd,nd,nd,pXRF,,
455,SEALIP/TH/NN/16,Late Bronze Age,700 - 500 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,21.7203,nd,nd,nd,nd,nd,nd,nd,0.0577,nd,0.0510,nd,nd,nd,nd,77.0160,nd,nd,0.2870,nd,0.0627,0.0193,0.1263,nd,nd,nd,nd,nd,nd,pXRF,,
456,SEALIP/TH/NN/17,Early Iron Age,500 - 400 BC,Nong Nor,101.238161, 13.469342,cemetery,Chachoengsao Province,Thailand,bangle,nd,nd,98.9827,nd,nd,nd,nd,nd,nd,nd,nd,0.0453,nd,nd,nd,nd,nd,0.0857,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
457,SEALIP/TH/NNT/1,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,11.4573,nd,nd,nd,nd,0.0117,0.0097,0.0063,0.0393,nd,nd,0.0663,nd,nd,nd,85.1027,nd,nd,0.3590,nd,nd,nd,nd,nd,0.1500,nd,0.2603,2.5330,nd,pXRF,,
458,SEALIP/TH/NNT/2,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,15.0380,nd,nd,nd,nd,nd,nd,nd,nd,0.0217,nd,0.0893,nd,nd,0.0353,83.9673,0.1327,0.0047,0.2190,nd,nd,nd,0.0523,nd,0.3813,nd,nd,nd,nd,pXRF,,
459,SEALIP/TH/NNT/3,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,10.2760,nd,nd,nd,nd,nd,nd,nd,nd,0.0103,nd,0.0347,nd,nd,nd,89.6133,nd,nd,0.0040,nd,nd,nd,0.0537,nd,nd,nd,nd,nd,nd,pXRF,,
460,SEALIP/TH/NNT/4,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,0.0084,14.9675,nd,nd,nd,nd,0.0215,0.0063,0.0014,0.0019,0.0141,nd,0.0290,nd,nd,nd,84.3359,0.0733,nd,0.1960,0.0083,0.0405,nd,0.1780,0.0006,0.0893,nd,nd,nd,0.0006,pXRF,,
461,SEALIP/TH/NNT/5,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,14.0097,0.0430,nd,nd,nd,0.1303,nd,0.0013,nd,2.6700,nd,nd,nd,nd,nd,80.8467,nd,nd,0.2733,nd,0.0703,nd,0.1803,nd,nd,nd,0.8647,0.8653,nd,pXRF,,
462,SEALIP/TH/NNT/6,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,23.3550,nd,nd,nd,nd,0.0170,0.0143,0.0127,nd,nd,nd,0.0360,nd,nd,nd,71.7107,nd,nd,0.6297,nd,nd,nd,nd,nd,0.1740,nd,1.4987,2.5497,nd,pXRF,,
463,SEALIP/TH/NNT/7,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,0.7523,9.2597,nd,nd,nd,nd,0.0033,0.0040,0.0107,0.0480,3.9820,nd,0.2390,nd,nd,nd,81.8430,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.1193,3.6997,nd,pXRF,,
464,SEALIP/TH/NNT/8,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,9.1873,0.0623,nd,nd,nd,0.0053,nd,0.0057,nd,nd,nd,0.0100,nd,nd,nd,86.9963,0.0373,nd,0.1140,nd,nd,nd,nd,nd,0.0847,nd,0.8667,2.5983,nd,pXRF,,
465,SEALIP/TH/NNT/9,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,8.1293,nd,nd,nd,nd,0.0427,0.0370,0.0310,nd,1.6393,nd,0.2563,nd,nd,nd,89.3513,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.5107,0.0007,pXRF,,
466,SEALIP/TH/NNT/10,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,0.0135,4.7790,0.0340,nd,nd,nd,0.0780,0.0020,0.0345,0.1715,1.7280,nd,1.1030,nd,nd,0.0265,64.4935,0.0390,nd,1.5065,0.0475,0.0590,0.1705,0.4630,1.4040,nd,nd,0.8530,22.9630,nd,pXRF,,
467,SEALIP/TH/NNT/11,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,0.0320,12.3563,nd,0.0040,nd,nd,nd,nd,nd,nd,1.1300,nd,0.0617,0.0083,nd,nd,85.8960,nd,nd,nd,nd,nd,nd,0.1390,nd,nd,nd,nd,0.3383,nd,pXRF,,
468,SEALIP/TH/NNT/12,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,17.0640,nd,nd,nd,nd,0.0140,0.0083,0.0063,0.1173,0.5660,nd,0.8057,nd,nd,nd,81.4127,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
469,SEALIP/TH/NNT/13,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,6.7760,nd,nd,nd,nd,0.0917,0.0757,0.0220,nd,1.4737,nd,nd,nd,nd,nd,90.4537,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.0737,nd,0.0020,pXRF,,
470,SEALIP/TH/NNT/14,Bronze Age (probable),1000-600 BC,Non Nok Tha,102.311586,16.800936,cemetery/settlement,Khon Kaen Province,Thailand,,nd,nd,5.0310,nd,nd,nd,nd,0.0097,0.0030,nd,nd,nd,0.0233,0.0100,nd,nd,nd,83.1470,0.1177,nd,0.1677,nd,nd,nd,nd,nd,0.4677,nd,1.3423,9.6673,nd,pXRF,,
471,SEALIP/TH/NPW/11,Early Bronze Age,1300-1100 BC,Non Pa Wai,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu axe,nd,nd,1.4400,nd,nd,0.0380,nd,nd,nd,nd,nd,0.0690,0.0070,nd,nd,nd,nd,98.0860,0.0510,0.0490,0.2600,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
472,SEALIP/TH/NUL/1,Early Iron Age,300-200 BC,Noen U Loke,102.256264, 15.260878,cemetery,Nakhon Ratchasima Province,Thailand,,nd,0.1973,34.7923,nd,nd,nd,nd,nd,nd,nd,nd,0.1730,nd,nd,nd,nd,nd,64.1667,nd,nd,nd,nd,nd,nd,0.2183,nd,nd,nd,nd,nd,nd,pXRF,,
473,SEALIP/TH/PKTL/1,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,Chumpon Province,Thailand,knobbed bronze bowl,nd,nd,10.0043,0.0280,nd,nd,nd,nd,nd,nd,nd,0.0110,0.0170,0.0060,nd,nd,0.0690,89.7113,0.0160,nd,0.0393,nd,nd,nd,0.0827,nd,nd,nd,nd,nd,nd,pXRF,Corroded,
474,SEALIP/TH/PKTL/2,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,Chumpon Province,Thailand,bronze bowl,nd,nd,25.4460,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0103,nd,nd,0.0710,74.0773,nd,nd,0.0760,nd,nd,nd,nd,nd,0.3143,nd,nd,nd,nd,pXRF,Corroded,
475,SEALIP/TH/PKTL/3,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,Chumpon Province,Thailand,decorated lid,nd,nd,16.1017,nd,nd,nd,nd,nd,nd,nd,nd,3.2813,nd,nd,nd,nd,nd,74.8163,nd,nd,0.0410,nd,nd,nd,nd,nd,nd,nd,nd,5.5153,nd,pXRF,,
476,SEALIP/TH/PL/9,Bronze-Early-Mid Iron Age,1000 - 0 BC,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,Cu/Br drip,nd,0.0160,7.1000,nd,nd,0.0850,nd,nd,nd,nd,0.0600,19.7000,nd,nd,nd,nd,nd,72.8370,0.1680,0.0340,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
477,SEALIP/TH/PL/10,Bronze-Early-Mid Iron Age,1000 - 0 BC,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,Br axe,nd,0.0210,10.3000,nd,nd,0.0540,nd,nd,nd,nd,nd,nd,0.0400,0.0690,nd,nd,nd,87.6180,0.0180,0.0240,1.7800,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
