id,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
340,SEALIP/TH/KS/5,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,,Thailand,bowl,0.0001,0.0001,23.3685,0.0001,0.0001,0.1257,0.0001,0.0001,0.0001,0.0001,0.0001,0.0126,0.0001,0.2674,0.0001,0.0001,0.0001,75.7899,0.0852,0.0496,0.2354,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,
341,SEALIP/TH/KSK/1,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Br bracelet,0.0001,0.0001,18.8000,0.0001,0.0001,0.1650,0.0001,0.0001,0.0001,0.0001,0.0300,0.1130,0.0001,0.0610,0.0001,0.0001,0.0001,80.6466,0.0140,0.0001,0.0100,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
342,SEALIP/TH/KSK/2,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Br bowl,0.0001,0.0001,18.5000,0.0001,0.0001,0.0100,0.0001,0.0001,0.0001,0.0001,0.0140,0.0001,0.0001,0.3710,0.0001,0.0001,0.0001,80.4506,0.1060,0.0440,0.5000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
343,SEALIP/TH/KSK/3,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Br bowl,0.0001,0.0001,14.8000,0.0001,0.0001,0.1900,0.0001,0.0001,0.0001,0.0001,0.1400,tr,0.0001,0.0200,0.0001,0.0001,0.0700,84.4000,tr,tr,0.0300,0.0001,0.0001,0.0001,0.0001,0.0001,0.3100,0.0001,0.0001,0.0001,0.0001,London EPMA,Metal,
344,SEALIP/TH/KSK/4,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Br bowl,0.0001,0.0001,24.0000,0.0001,0.0001,0.0200,0.0001,0.0001,0.0001,0.0001,0.0200,tr,0.0001,0.4400,0.0001,0.0001,0.0600,74.5000,0.2400,0.1000,0.4200,0.0001,0.0001,0.0001,0.0001,0.0001,0.1200,0.0001,0.0001,0.0001,0.0001,London EPMA,Metal,
345,SEALIP/TH/KSK/5,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Br ingot,0.0001,0.0001,22.2000,0.0001,0.0001,0.1100,0.0001,0.0001,0.0001,0.0001,0.0300,0.0200,0.0001,0.0001,0.0001,0.0001,0.0500,77.2000,0.0100,tr,0.0200,0.0001,0.0001,0.0001,0.0001,0.0001,0.3200,0.0001,0.0001,0.0001,0.0001,London EPMA,Metal,
346,SEALIP/TH/KSK/6,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Pb br drum,0.0001,0.0107,10.2436,0.0001,0.0001,0.0110,0.0001,0.0001,0.0001,0.0001,0.0509,10.3907,0.0001,0.0001,0.0001,0.0001,0.0001,79.1109,0.0345,0.0001,0.1166,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
347,SEALIP/TH/KSK/7,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Pb br mirror,0.0001,0.3054,26.4169,0.0001,0.0001,0.1190,0.0001,0.0001,0.0001,0.0001,0.0197,4.2288,0.0001,0.0001,0.0001,0.0001,0.0001,68.5896,0.1249,0.0425,0.1381,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
348,SEALIP/TH/KSK/8,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Br projectile point,0.0001,0.0869,11.7400,0.0001,0.0001,0.1121,0.0001,0.0001,0.0001,0.0001,0.0001,2.0987,0.0098,0.1424,0.0605,0.0001,0.0001,82.5859,0.1568,0.2202,2.6941,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
349,SEALIP/TH/KSK/9,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Br bell/vessel frag,0.0001,1.7474,8.1250,0.0001,0.0001,0.1152,0.0001,0.0001,0.0001,0.0001,0.0001,7.3801,0.0141,0.4628,0.0001,0.0001,0.0001,81.8704,0.1956,0.0145,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
350,SEALIP/TH/KSK/10,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Hi-Sn br bowl frag,0.0001,0.0214,30.4657,0.0001,0.0001,0.0116,0.0001,0.0001,0.0001,0.0001,0.0334,0.0479,0.0050,0.4788,0.0373,0.0001,0.0001,67.8165,0.0852,0.0726,0.8872,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
351,SEALIP/TH/KSK/11,Early-Mid Iron Age,400 - 100 BC,Khao Sam Kaeo,99.184070°,10.525470°,settlement,,Thailand,Hi-Sn br bowl frag,0.0001,0.0000,24.1837,0.0001,0.0001,0.0127,0.0001,0.0001,0.0001,0.0001,0.0111,0.0750,0.0001,0.3111,0.0275,0.0001,0.0061,74.6148,0.1993,0.0929,0.4134,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
352,SEALIP/TH/KSO/1,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi,Thailand,wire,0.0001,0.0001,12.3773,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0340,0.0001,0.0180,0.1100,0.0001,0.0001,0.0001,81.9173,0.0001,0.0001,0.4967,0.0001,0.0001,0.0001,0.0001,0.0001,0.6850,0.0001,0.0490,4.3097,0.0001,pXRF,,
353,SEALIP/TH/KSO/2,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi,Thailand,hook,0.0001,0.0001,18.9200,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0360,0.0001,0.0001,0.0001,78.4043,0.0300,0.0001,0.1243,0.0001,0.0001,0.0001,0.0001,0.0001,0.3043,0.0001,0.0001,2.1687,0.0001,pXRF,,
354,SEALIP/TH/KSO/3,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi,Thailand,bracelet,0.0001,0.0001,7.9187,0.0001,0.0001,0.0001,0.0001,0.0163,0.0110,0.0001,0.0001,0.0001,0.0001,0.0687,0.0001,0.4995,1.2190,86.0640,0.0001,0.0001,0.0507,0.0001,0.0001,0.0001,0.0001,0.0001,0.4757,0.0001,0.0001,3.8393,0.0001,pXRF,,
355,SEALIP/TH/KSO/4,Late Iron Age,200 BC - AD 300,Khao Sai On - Khao Din,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi,Thailand,bracelet,0.0001,0.0001,10.2450,0.1057,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0120,0.0597,0.0160,0.2280,0.0001,0.0001,0.1847,87.3207,0.0950,0.0001,0.2377,0.0001,0.0001,0.0001,0.0001,0.0001,0.3230,0.0001,0.0001,4.1310,0.0001,pXRF,,
356,SEALIP/TH/KSO/15,Late Iron Age,200 BC - AD 300,Khao Sai On ,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi,Thailand,bangle?,0.0001,0.0001,6.8630,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2323,0.0001,0.0001,0.0001,0.0001,0.0001,92.2667,0.1193,0.0001,0.1200,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
357,SEALIP/TH/KW/1,Early-Mid Iron Age,400 - 100 BC,Wat Kiri Wongkaram,99.935802°,9.456126°,Ko Samui (stored Chaiya Museum),,Thailand,Dongson drum,0.0001,0.0804,15.8458,0.0001,0.0001,0.0525,0.0001,0.0001,0.0001,0.0001,0.0370,8.5414,0.0001,1.1537,0.0001,0.0001,0.7293,73.2499,0.0413,0.0137,0.2496,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
358,SEALIP/TH/NBJ/1,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,0.0001,0.0001,28.2213,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0657,0.0001,0.1663,0.0001,0.0001,0.0001,67.4873,0.0001,0.0001,0.3210,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1180,3.6167,0.0001,pXRF,corroded,
359,SEALIP/TH/NBJ/2,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,spiral bangle,0.0001,0.1573,35.4050,0.0460,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0167,0.1810,0.0001,0.1607,0.0420,0.0001,0.0001,62.1823,0.0001,0.0001,1.0397,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0400,0.7380,0.0001,pXRF,Corroded,
360,SEALIP/TH/NBJ/3,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,thumb ring,0.0001,0.1090,27.2000,0.0413,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0487,0.0001,0.1410,0.0001,0.0001,0.0001,71.6847,0.0603,0.0001,0.0900,0.0001,0.0001,0.0001,0.1800,0.0001,0.0933,0.0001,0.0001,0.4343,0.0001,pXRF,,
361,SEALIP/TH/NBJ/4,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,0.0001,0.4163,37.9123,0.0001,0.0001,0.3433,0.0001,0.0001,0.0001,0.0001,0.0001,0.2213,0.0001,0.0877,0.0295,0.0001,0.0001,56.3937,0.0001,0.0001,3.6787,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0893,0.7373,0.0001,pXRF,Corroded,
362,SEALIP/TH/NBJ/5,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,0.0001,0.1700,17.4070,0.0227,0.0001,0.0001,0.0001,0.0001,0.0001,0.0110,0.0001,0.1197,0.0001,0.0600,0.0001,0.0001,0.0001,65.2860,0.0001,0.0001,10.0617,0.0330,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3020,6.5213,0.0001,pXRF,Corroded,
363,SEALIP/TH/NBJ/6,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,0.0001,0.2957,28.6473,0.0170,0.0001,0.2917,0.0001,0.0001,0.0001,0.0001,0.0001,0.1610,0.0001,0.1010,0.0001,0.0001,0.0001,67.9923,0.0001,0.0001,1.8520,0.0001,0.0001,0.0001,0.1560,0.0001,0.0001,0.0001,0.0537,0.5030,0.0001,pXRF,Corroded,
364,SEALIP/TH/NBJ/7,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat ring,0.0001,0.0001,18.2730,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1003,0.0001,0.1147,0.0001,0.0001,0.0001,73.1590,0.0001,0.0001,5.0503,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.2760,0.0001,pXRF,Corroded,
365,SEALIP/TH/NBJ/8,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,0.0001,0.2510,23.9680,0.0160,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0787,0.0001,0.0933,0.0001,0.0001,0.0001,73.1020,0.0275,0.0001,0.5200,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0510,1.9273,0.0001,pXRF,Corroded,
366,SEALIP/TH/NBJ/9,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,0.0001,0.3260,24.3050,0.0140,0.0001,0.3827,0.0001,0.0001,0.0001,0.0001,0.0001,0.0750,0.0001,0.1230,0.0001,0.0001,0.0001,72.8590,0.0340,0.0001,1.6870,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2175,0.0001,pXRF,Corroded,
367,SEALIP/TH/NBJ/10,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.1800,33.7143,0.0220,0.0001,0.2340,0.0001,0.0001,0.0001,0.0001,0.0323,2.3523,0.0001,0.1127,0.0317,0.0001,0.0001,62.6310,0.0001,0.0001,0.2700,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4157,0.0001,pXRF,Corroded,
368,SEALIP/TH/NBJ/11,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0577,27.9760,0.0230,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3617,0.0001,0.0270,0.0220,0.0001,0.0001,69.2557,0.0001,0.0001,1.3147,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0520,0.8617,0.0001,pXRF,Corroded,
369,SEALIP/TH/NBJ/12,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,0.0001,0.2403,14.7813,0.0001,0.0001,0.3303,0.0001,0.0001,0.0001,0.0077,0.2797,6.4200,0.0001,2.6913,0.0001,0.0001,0.0001,72.8813,0.0497,0.0001,0.7040,0.0001,0.0001,0.0001,0.1070,0.0001,0.0001,0.0001,0.0001,1.5323,0.0001,pXRF,Corroded,
370,SEALIP/TH/NBJ/13,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,0.0001,0.1623,11.1133,0.0190,0.0001,0.2520,0.0001,0.0001,0.0001,0.0097,0.2180,7.5167,0.0001,2.0793,0.0001,0.0001,0.0001,68.3053,0.0533,0.0001,0.7140,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,9.3963,0.0001,pXRF,,
371,SEALIP/TH/NBJ/14,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0001,5.9730,0.0001,0.0001,0.0001,0.0001,0.0223,0.0197,0.0260,0.0001,0.0350,0.0001,0.1243,0.0001,0.0001,0.0001,64.2493,0.0001,0.0001,18.7100,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0690,10.7900,0.0001,pXRF,Corroded,
372,SEALIP/TH/NBJ/15,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.1533,22.0197,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0877,0.0001,0.1550,0.0200,0.0001,0.0001,70.5967,0.0653,0.0001,6.4910,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4173,0.0001,pXRF,Corroded,
373,SEALIP/TH/NBJ/16,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0001,25.1337,0.0001,0.0001,0.2187,0.0001,0.0001,0.0001,0.0001,0.0001,0.0623,0.0001,0.2303,0.0001,0.0001,0.0001,66.9037,0.0803,0.0001,4.8593,0.0001,0.0001,0.0001,0.0001,0.0001,0.2103,0.0001,0.0001,2.2597,0.0001,pXRF,Corroded,
374,SEALIP/TH/NBJ/17,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0001,21.6850,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0900,0.0001,0.1750,0.0001,0.0001,0.2283,61.6427,0.0737,0.0001,14.1120,0.0001,0.0001,0.0001,0.0001,0.0001,0.1563,0.0001,0.0523,1.7797,0.0001,pXRF,Corroded,
375,SEALIP/TH/NBJ/18,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0001,21.5830,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0610,0.0001,0.2233,0.0001,0.0001,0.2017,65.6493,0.0757,0.0001,10.8057,0.0001,0.0001,0.0001,0.0001,0.0001,0.2140,0.0001,0.0523,1.1307,0.0001,pXRF,Corroded,
376,SEALIP/TH/NBJ/19,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0001,24.3727,0.0001,0.0001,0.0001,0.0001,0.0080,0.0001,0.0001,0.0001,0.0863,0.0001,0.1977,0.0001,0.0001,0.7553,62.1217,0.0483,0.0001,10.3640,0.0001,0.0001,0.0001,0.0001,0.0001,0.2303,0.0001,0.0001,1.7967,0.0001,pXRF,Corroded,
377,SEALIP/TH/NBJ/20,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0001,22.2817,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1887,0.0001,0.2797,0.0001,0.0001,0.5977,66.4293,0.0001,0.0001,6.9270,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0460,3.1713,0.0001,pXRF,Corroded,
378,SEALIP/TH/NBJ/21,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,0.0001,0.0001,20.5237,0.0001,0.0001,0.0001,0.0001,0.0090,0.0080,0.0095,0.0001,0.1247,0.0001,0.2377,0.0001,0.2093,1.0890,64.3727,0.0001,0.0001,7.1417,0.0001,0.0001,0.0001,0.0001,0.0001,0.3043,0.0001,0.0001,5.9750,0.0001,pXRF,Corroded,
379,SEALIP/TH/NBJ/22,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,0.0001,1.4973,42.2030,0.0001,0.0001,1.1500,0.0001,0.0001,0.0001,0.0001,0.0330,0.1933,0.0001,0.0613,0.0240,0.0001,0.0001,52.9977,0.0001,0.0001,1.1943,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0380,0.6283,0.0001,pXRF,Corroded,
380,SEALIP/TH/NBJ/23,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,0.0001,0.9183,24.2370,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0190,0.1347,0.0001,0.0493,0.0270,0.0001,0.0001,73.3173,0.0001,0.0001,0.6313,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6733,0.0001,pXRF,Corroded,
381,SEALIP/TH/NBJ/24,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,0.0001,0.2590,18.0503,0.0323,0.0001,0.0001,0.0001,0.0001,0.0001,0.0110,0.0153,0.1447,0.0001,0.0803,0.0001,0.0001,0.0001,66.9237,0.0270,0.0001,0.6703,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0913,13.6773,0.0001,pXRF,Corroded,
382,SEALIP/TH/NBJ/25,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,0.0001,0.4027,21.8927,0.0001,0.0001,0.3010,0.0001,0.0001,0.0001,0.0001,0.0001,0.0987,0.0001,0.0627,0.0001,0.0001,0.0001,75.8957,0.1053,0.0001,0.2463,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0400,0.9467,0.0001,pXRF,Corroded,
383,SEALIP/TH/NBJ/26,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,0.0001,0.5093,33.1950,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1053,0.0001,0.0990,0.0001,0.0001,0.0001,62.9183,0.0460,0.0001,0.9997,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0390,2.0793,0.0001,pXRF,,
384,SEALIP/TH/NBJ/28,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,large flat bangle,0.0001,0.0001,6.6810,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0477,0.4533,0.0001,0.0215,0.1867,0.0001,0.0001,54.0113,0.0001,0.0001,0.1693,0.0570,0.0001,0.0001,0.0001,0.0001,1.7187,0.0001,0.8270,1.0973,0.0001,pXRF,Corroded,
385,SEALIP/TH/NBJ/29,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.0280,14.8627,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0157,0.0001,0.1607,0.0001,0.0001,0.0001,50.7343,0.1350,0.0001,32.6120,0.0360,0.0001,0.0001,0.0001,0.0001,0.1833,0.0001,0.0910,1.1263,0.0001,pXRF,Corroded,
386,SEALIP/TH/NBJ/30,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.1267,28.0763,0.0150,0.0001,0.0001,0.0001,0.0043,0.0001,0.0001,0.0001,0.0633,0.0001,0.2523,0.0310,0.0001,0.0001,51.4000,0.1910,0.0001,19.3283,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0683,0.3487,0.0001,pXRF,Corroded,
387,SEALIP/TH/NBJ/31,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.0200,18.0083,0.0001,0.0001,0.0001,0.0001,0.0027,0.0001,0.0001,0.0001,0.0145,0.0001,0.1687,0.0001,0.0001,0.0001,60.5887,0.2223,0.0001,20.2427,0.0001,0.0001,0.0001,0.0001,0.0001,0.1907,0.0001,0.0960,0.4547,0.0001,pXRF,Corroded,
388,SEALIP/TH/NBJ/32,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.0603,15.2893,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0307,0.0001,0.1333,0.0230,0.0001,0.0001,49.6690,0.1597,0.0001,32.3560,0.2017,0.0001,0.0001,0.0001,0.0001,0.2143,0.0001,0.3243,1.5123,0.0001,pXRF,Corroded,
389,SEALIP/TH/NBJ/33,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.0400,15.0633,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0130,0.0001,0.1843,0.0001,0.0520,0.0001,37.1193,0.0347,0.0001,13.1177,0.0001,0.0105,0.0167,0.0300,0.0001,0.3280,0.0001,0.1117,1.5403,0.0001,pXRF,Corroded,
390,SEALIP/TH/NBJ/34,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.0240,23.2987,0.0001,0.0001,0.0001,0.0001,0.0033,0.0001,0.0001,0.0001,0.0090,0.0001,0.2333,0.0001,0.0613,0.0001,38.1907,0.0001,0.0001,1.8120,0.0001,0.0001,0.0090,0.0323,0.0001,0.2197,0.0001,0.0001,0.2747,0.0001,pXRF,Corroded,
391,SEALIP/TH/NBJ/35,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.0787,21.3753,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0480,0.0001,0.2240,0.0001,0.0830,0.0001,44.9690,0.0363,0.0001,5.1830,0.0001,0.0001,0.0105,0.0360,0.0001,0.2030,0.0001,0.0550,0.4117,0.0001,pXRF,Corroded,
392,SEALIP/TH/NBJ/36,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,0.0001,0.0933,24.0563,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0173,0.0001,0.4303,0.0001,0.0903,0.0001,40.0080,0.0467,0.0001,2.0193,0.0001,0.0001,0.0080,0.0463,0.0001,0.3017,0.0001,0.0550,0.5077,0.0001,pXRF,Corroded,
393,SEALIP/TH/NBJ/37,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,silver ring,7.7267,0.0001,3.1300,0.0001,0.0001,70.7333,0.0001,0.0001,0.0001,0.0001,0.0001,1.0533,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8533,0.0001,15.0167,0.0001,0.7733,0.0001,SEM-EDS,,
