,LABEL analytical,absolute period,Large period,Site,Site abrevation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin ,River basin coordinates-E,River basin coordinates-N,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
374,SEALIP/TH/NBJ/13,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1623,11.1133,0.0190,nd,0.2520,nd,nd,nd,0.0097,0.2180,7.5167,nd,2.0793,nd,nd,nd,68.3053,0.0533,nd,0.7140,nd,nd,nd,nd,nd,nd,nd,nd,9.3963,nd,pXRF,Low,
375,SEALIP/TH/NBJ/14,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,5.9730,nd,nd,nd,nd,0.0223,0.0197,0.0260,nd,0.0350,nd,0.1243,nd,nd,nd,64.2493,nd,nd,18.7100,nd,nd,nd,nd,nd,nd,nd,0.0690,10.7900,nd,pXRF,High,
376,SEALIP/TH/NBJ/15,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1533,22.0197,nd,nd,nd,nd,nd,nd,nd,nd,0.0877,nd,0.1550,0.0200,nd,nd,70.5967,0.0653,nd,6.4910,nd,nd,nd,nd,nd,nd,nd,nd,0.4173,nd,pXRF,High,
377,SEALIP/TH/NBJ/16,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,25.1337,nd,nd,0.2187,nd,nd,nd,nd,nd,0.0623,nd,0.2303,nd,nd,nd,66.9037,0.0803,nd,4.8593,nd,nd,nd,nd,nd,0.2103,nd,nd,2.2597,nd,pXRF,High,
378,SEALIP/TH/NBJ/17,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,21.6850,nd,nd,nd,nd,nd,nd,nd,nd,0.0900,nd,0.1750,nd,nd,0.2283,61.6427,0.0737,nd,14.1120,nd,nd,nd,nd,nd,0.1563,nd,0.0523,1.7797,nd,pXRF,High,
379,SEALIP/TH/NBJ/18,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,21.5830,nd,nd,nd,nd,nd,nd,nd,nd,0.0610,nd,0.2233,nd,nd,0.2017,65.6493,0.0757,nd,10.8057,nd,nd,nd,nd,nd,0.2140,nd,0.0523,1.1307,nd,pXRF,High,
380,SEALIP/TH/NBJ/19,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,24.3727,nd,nd,nd,nd,0.0080,nd,nd,nd,0.0863,nd,0.1977,nd,nd,0.7553,62.1217,0.0483,nd,10.3640,nd,nd,nd,nd,nd,0.2303,nd,nd,1.7967,nd,pXRF,High,
381,SEALIP/TH/NBJ/20,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,22.2817,nd,nd,nd,nd,nd,nd,nd,nd,0.1887,nd,0.2797,nd,nd,0.5977,66.4293,nd,nd,6.9270,nd,nd,nd,nd,nd,nd,nd,0.0460,3.1713,nd,pXRF,High,
382,SEALIP/TH/NBJ/21,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,20.5237,nd,nd,nd,nd,0.0090,0.0080,0.0095,nd,0.1247,nd,0.2377,nd,0.2093,1.0890,64.3727,nd,nd,7.1417,nd,nd,nd,nd,nd,0.3043,nd,nd,5.9750,nd,pXRF,High,
383,SEALIP/TH/NBJ/22,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,1.4973,42.2030,nd,nd,1.1500,nd,nd,nd,nd,0.0330,0.1933,nd,0.0613,0.0240,nd,nd,52.9977,nd,nd,1.1943,nd,nd,nd,nd,nd,nd,nd,0.0380,0.6283,nd,pXRF,High,
384,SEALIP/TH/NBJ/23,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.9183,24.2370,nd,nd,nd,nd,nd,nd,nd,0.0190,0.1347,nd,0.0493,0.0270,nd,nd,73.3173,nd,nd,0.6313,nd,nd,nd,nd,nd,nd,nd,nd,0.6733,nd,pXRF,high,
385,SEALIP/TH/NBJ/24,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.2590,18.0503,0.0323,nd,nd,nd,nd,nd,0.0110,0.0153,0.1447,nd,0.0803,nd,nd,nd,66.9237,0.0270,nd,0.6703,nd,nd,nd,nd,nd,nd,nd,0.0913,13.6773,nd,pXRF,High,
386,SEALIP/TH/NBJ/25,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.4027,21.8927,nd,nd,0.3010,nd,nd,nd,nd,nd,0.0987,nd,0.0627,nd,nd,nd,75.8957,0.1053,nd,0.2463,nd,nd,nd,nd,nd,nd,nd,0.0400,0.9467,nd,pXRF,High,
387,SEALIP/TH/NBJ/26,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.5093,33.1950,nd,nd,nd,nd,nd,nd,nd,nd,0.1053,nd,0.0990,nd,nd,nd,62.9183,0.0460,nd,0.9997,nd,nd,nd,nd,nd,nd,nd,0.0390,2.0793,nd,pXRF,High,
388,SEALIP/TH/NBJ/28,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,6.6810,nd,nd,nd,nd,nd,nd,nd,0.0477,0.4533,nd,0.0215,0.1867,nd,nd,54.0113,nd,nd,0.1693,0.0570,nd,nd,nd,nd,1.7187,nd,0.8270,1.0973,nd,pXRF,High,
389,SEALIP/TH/NBJ/29,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0280,14.8627,nd,nd,nd,nd,nd,nd,nd,nd,0.0157,nd,0.1607,nd,nd,nd,50.7343,0.1350,nd,32.6120,0.0360,nd,nd,nd,nd,0.1833,nd,0.0910,1.1263,nd,pXRF,High,27=23 ??? Deux 23 dans la boite
390,SEALIP/TH/NBJ/30,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.1267,28.0763,0.0150,nd,nd,nd,0.0043,nd,nd,nd,0.0633,nd,0.2523,0.0310,nd,nd,51.4000,0.1910,nd,19.3283,nd,nd,nd,nd,nd,nd,nd,0.0683,0.3487,nd,pXRF,High,
391,SEALIP/TH/NBJ/31,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0200,18.0083,nd,nd,nd,nd,0.0027,nd,nd,nd,0.0145,nd,0.1687,nd,nd,nd,60.5887,0.2223,nd,20.2427,nd,nd,nd,nd,nd,0.1907,nd,0.0960,0.4547,nd,pXRF,High,
392,SEALIP/TH/NBJ/32,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0603,15.2893,nd,nd,nd,nd,nd,nd,nd,nd,0.0307,nd,0.1333,0.0230,nd,nd,49.6690,0.1597,nd,32.3560,0.2017,nd,nd,nd,nd,0.2143,nd,0.3243,1.5123,nd,pXRF,High,
393,SEALIP/TH/NBJ/33,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0400,15.0633,nd,nd,nd,nd,nd,nd,nd,nd,0.0130,nd,0.1843,nd,0.0520,nd,37.1193,0.0347,nd,13.1177,nd,0.0105,0.0167,0.0300,nd,0.3280,nd,0.1117,1.5403,nd,pXRF,High,
394,SEALIP/TH/NBJ/34,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0240,23.2987,nd,nd,nd,nd,0.0033,nd,nd,nd,0.0090,nd,0.2333,nd,0.0613,nd,38.1907,nd,nd,1.8120,nd,nd,0.0090,0.0323,nd,0.2197,nd,nd,0.2747,nd,pXRF,High,
395,SEALIP/TH/NBJ/35,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0787,21.3753,nd,nd,nd,nd,nd,nd,nd,nd,0.0480,nd,0.2240,nd,0.0830,nd,44.9690,0.0363,nd,5.1830,nd,nd,0.0105,0.0360,nd,0.2030,nd,0.0550,0.4117,nd,pXRF,High,
396,SEALIP/TH/NBJ/36,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0933,24.0563,nd,nd,nd,nd,nd,nd,nd,nd,0.0173,nd,0.4303,nd,0.0903,nd,40.0080,0.0467,nd,2.0193,nd,nd,0.0080,0.0463,nd,0.3017,nd,0.0550,0.5077,nd,pXRF,High,
397,SEALIP/TH/NBJ/37,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,7.7267,nd,3.1300,nd,nd,70.7333,nd,nd,nd,nd,nd,1.0533,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.8533,nd,15.0167,nd,0.7733,nd,SEM-EDS,Medium,
398,SEALIP/TH/NBJ/38,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bell,nd,nd,13.1303,nd,nd,nd,nd,nd,nd,0.0267,0.0890,24.2167,nd,nd,0.1133,nd,0.8777,53.2217,nd,nd,0.2767,nd,nd,nd,nd,1.8523,nd,nd,nd,6.2507,nd,pXRF,High,
399,SEALIP/TH/NBJ/39,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bell,nd,0.0127,0.7900,nd,0.0020,nd,nd,nd,nd,nd,0.0040,0.4600,nd,0.2137,nd,0.0387,0.1433,11.6853,nd,nd,0.1240,nd,nd,nd,0.0097,nd,0.9843,nd,0.0510,0.9410,1.1180,pXRF,High,
400,SEALIP/TH/NBJ/40,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,3.4667,nd,10.4100,nd,nd,nd,nd,nd,nd,nd,nd,18.4000,nd,0.5400,nd,nd,nd,65.9100,nd,nd,0.0267,nd,nd,nd,nd,nd,nd,1.3300,nd,0.0400,nd,SEM-EDS,Medium,
401,SEALIP/TH/NBJ/41,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,6.0443,nd,nd,nd,nd,0.0253,0.0180,0.0447,0.0635,13.6863,nd,nd,nd,0.2427,0.9810,69.5577,nd,nd,0.4920,nd,nd,nd,nd,1.3630,nd,nd,nd,7.8017,nd,pXRF,Medium,
402,SEALIP/TH/NBJ/42,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,6.6670,nd,nd,nd,nd,0.0245,0.0250,0.0310,nd,13.7367,nd,nd,nd,0.3900,1.5313,73.2003,nd,nd,0.1970,nd,nd,nd,nd,nd,nd,nd,nd,3.7010,nd,pXRF,Medium,
403,SEALIP/TH/NBJ/43,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Anklet,nd,0.1883,37.6837,nd,nd,nd,nd,nd,nd,nd,0.0313,0.1443,nd,0.5117,0.0613,nd,nd,59.4517,0.0447,nd,1.2523,nd,nd,nd,nd,nd,0.2470,nd,nd,0.3797,nd,pXRF,High,
404,SEALIP/TH/NBJ/44,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Anklet,nd,0.0880,20.8323,nd,nd,nd,nd,nd,nd,nd,0.0153,0.1440,nd,0.6630,0.1137,nd,nd,77.2047,nd,nd,0.2210,nd,nd,nd,nd,nd,nd,nd,0.0930,0.6227,nd,pXRF,High,
405,SEALIP/TH/NBJ/45,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Anklet,nd,0.1360,29.8800,nd,nd,0.3323,nd,nd,nd,nd,0.0237,0.2407,nd,0.6000,0.1237,nd,nd,66.3443,0.0343,nd,0.2767,nd,nd,nd,nd,nd,nd,nd,0.0357,1.9713,nd,pXRF,High,
406,SEALIP/TH/NBJ/46,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.1860,33.7240,nd,nd,nd,nd,nd,nd,nd,nd,0.1957,nd,0.3817,nd,nd,nd,60.4480,0.2160,nd,4.8073,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,High,
407,SEALIP/TH/NBJ/47,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,8.5770,nd,nd,nd,nd,0.0100,nd,0.0263,0.1007,8.6767,nd,0.7513,0.1300,nd,0.1877,70.8447,nd,nd,0.5710,nd,nd,nd,nd,nd,nd,nd,nd,9.8203,nd,pXRF,Medium,
408,SEALIP/TH/NBJ/48,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,10.6933,nd,12.6933,nd,nd,nd,nd,nd,nd,nd,nd,27.4967,nd,0.8033,nd,nd,nd,45.1933,nd,nd,nd,nd,nd,nd,nd,nd,nd,2.8867,nd,0.1233,nd,SEM-EDS,Medium,
409,SEALIP/TH/NBJ/49,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,8.8053,nd,nd,nd,nd,0.0207,0.0157,0.0523,0.1100,7.7410,nd,0.4590,0.0530,nd,nd,63.5843,nd,nd,1.3927,nd,nd,nd,nd,1.2070,nd,nd,nd,16.6700,nd,pXRF,High,
410,SEALIP/TH/NBJ/50,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1187,2.1997,nd,nd,45.4227,nd,nd,nd,nd,0.0763,0.4343,nd,0.1783,0.2523,nd,nd,51.1137,0.1010,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
411,SEALIP/TH/NBJ/51,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1857,14.8240,nd,nd,nd,nd,nd,nd,0.0060,0.0703,7.9143,nd,0.4180,nd,nd,nd,76.0403,0.0490,nd,0.1360,nd,nd,nd,0.1025,nd,nd,nd,nd,nd,nd,pXRF,Low,
412,SEALIP/TH/NBJ/53,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,15.0187,nd,nd,nd,nd,0.0160,nd,0.0215,0.3447,6.0165,0.0790,2.3710,nd,3.8723,1.4520,64.3250,0.2560,nd,2.2213,nd,0.6200,0.3093,0.2693,1.4730,nd,nd,nd,15.0690,nd,pXRF,Low,
413,SEALIP/TH/NBJ/54,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.2017,9.9393,nd,nd,nd,nd,nd,nd,0.0037,0.0660,8.9187,nd,0.2643,nd,nd,nd,80.3813,0.0677,nd,0.0480,nd,0.0073,nd,0.0960,nd,nd,nd,nd,nd,nd,pXRF,Low,
414,SEALIP/TH/NBJ/55,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Earring,nd,0.1560,1.8957,nd,nd,nd,nd,nd,nd,0.0030,0.1590,4.2360,nd,0.7267,nd,nd,nd,92.3553,0.1110,nd,0.0205,nd,nd,nd,nd,nd,nd,nd,nd,0.3070,nd,pXRF,Low,
415,SEALIP/TH/NBJ/56,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Belt,nd,0.2107,36.8653,nd,nd,0.4103,nd,nd,nd,nd,nd,0.1993,nd,0.1830,nd,nd,nd,60.0977,nd,nd,1.1983,nd,nd,nd,nd,nd,nd,nd,nd,0.7990,nd,pXRF,High,
416,SEALIP/TH/NBJ/57,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Belt,nd,0.0960,22.1723,nd,nd,nd,nd,nd,nd,nd,nd,0.0863,nd,0.3137,nd,0.0803,nd,39.9240,nd,nd,0.5423,nd,nd,0.0075,0.0317,nd,0.5510,nd,nd,0.6197,nd,pXRF,High,
417,SEALIP/TH/NBJ/58,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1647,9.2260,nd,nd,nd,nd,nd,nd,0.0033,0.1090,7.9577,nd,0.5427,nd,nd,nd,81.5620,0.0400,nd,0.3080,nd,nd,nd,0.0760,nd,nd,nd,nd,nd,nd,pXRF,Low,
418,SEALIP/TH/NBJ/59,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1223,9.4510,nd,nd,nd,nd,nd,nd,0.0083,0.1323,11.6317,nd,nd,nd,nd,nd,78.3823,0.0597,nd,0.0543,nd,nd,nd,nd,nd,nd,nd,nd,0.1570,nd,pXRF,Low,
419,SEALIP/TH/NBJ/60,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1520,14.0313,nd,nd,nd,nd,nd,nd,0.0127,0.1110,13.4157,nd,0.3493,nd,nd,nd,70.8627,0.0320,nd,0.1210,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,High,
420,SEALIP/TH/NBJ/61,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,0.8517,nd,nd,86.4837,nd,nd,nd,nd,0.0320,0.2713,nd,0.0000,0.2160,nd,nd,10.2873,nd,nd,0.1950,nd,nd,nd,nd,nd,nd,nd,0.0420,1.6033,nd,pXRF,Low,
421,SEALIP/TH/NBJ/62,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Earring,nd,nd,nd,nd,nd,28.6350,nd,0.0100,nd,nd,0.1887,1.0823,nd,1.0793,0.0410,nd,nd,66.1457,nd,nd,0.2327,nd,nd,0.0380,nd,nd,nd,nd,nd,2.3360,nd,pXRF,Medium,
422,SEALIP/TH/NBJ/63,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.0423,32.1370,nd,nd,nd,nd,nd,nd,nd,nd,0.0227,nd,0.2317,0.0240,nd,nd,62.8257,0.1943,nd,3.6683,nd,nd,nd,nd,nd,0.2237,nd,0.1043,0.5310,nd,pXRF,High,
423,SEALIP/TH/NBJ/64,AD 550 - 600,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1317,5.5547,nd,nd,0.2293,nd,nd,nd,nd,0.0310,1.6223,nd,2.6493,0.0823,nd,nd,89.3693,0.0653,nd,0.2627,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Low,
424,SEALIP/TH/NBJ/65,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,0.6367,nd,nd,27.8673,nd,nd,nd,nd,0.0693,0.3170,nd,0.2220,0.2283,nd,nd,70.2990,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.3477,nd,pXRF,Low,
425,SEALIP/TH/NBJ/66,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,8.0040,nd,nd,nd,nd,0.0110,0.0087,0.1233,0.0600,6.7300,nd,0.3850,0.1003,nd,0.1440,59.2850,nd,nd,1.4820,nd,nd,nd,nd,1.3413,nd,nd,nd,21.8150,nd,pXRF,Medium,
426,SEALIP/TH/NBJ/67,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,4.3407,nd,nd,nd,nd,0.0160,0.0160,0.0863,0.0513,5.4840,nd,0.1830,nd,0.0920,0.5313,49.6837,nd,nd,1.1767,nd,nd,nd,nd,3.0040,nd,nd,nd,35.3330,nd,pXRF,Medium,
427,SEALIP/TH/NBJ/68,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,8.0177,nd,nd,nd,nd,0.0117,0.0140,0.0870,nd,13.3017,nd,nd,0.0970,nd,nd,52.8200,nd,nd,1.1180,nd,nd,nd,nd,2.9700,nd,nd,nd,21.5290,nd,pXRF,Medium,
428,SEALIP/TH/NBJ/69,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,9.2880,nd,nd,nd,nd,0.0230,0.0223,0.0813,0.1793,24.4257,nd,nd,0.1610,nd,0.7613,56.4503,nd,nd,0.2257,nd,nd,nd,nd,1.7440,nd,nd,nd,6.8127,nd,pXRF,Medium,
429,SEALIP/TH/NBJ/70,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,8.7290,nd,nd,nd,nd,0.0030,0.0053,0.0360,0.0810,9.1000,nd,0.2950,0.1110,nd,0.1067,62.1173,0.0133,nd,0.6457,nd,nd,nd,nd,0.5877,nd,nd,nd,17.7017,nd,pXRF,Medium,
430,SEALIP/TH/NBJ/71,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,12.4967,nd,14.6100,nd,nd,nd,nd,nd,nd,nd,nd,20.6000,nd,1.1967,nd,nd,nd,47.6600,nd,nd,0.0550,nd,nd,nd,nd,nd,nd,4.9600,nd,0.0867,nd,SEM-EDS,Medium,
431,SEALIP/TH/NBJ/72,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,nd,nd,nd,25.7270,nd,nd,nd,nd,0.0315,0.2873,nd,0.2900,nd,nd,0.3887,69.2447,nd,nd,0.3657,nd,0.1330,nd,nd,nd,nd,nd,nd,3.3917,nd,pXRF,Low,
432,SEALIP/TH/NBJ/73,AD 600 - 850,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,11.1767,nd,12.2867,nd,nd,nd,nd,nd,nd,nd,nd,23.7600,nd,0.8833,nd,nd,nd,49.8167,nd,nd,nd,nd,nd,nd,nd,nd,0.3367,1.7400,nd,nd,nd,SEM-EDS,Medium,
